note_str,pitch,instrument_family_str
keyboard_electronic_046-078-100,78,keyboard
vocal_synthetic_006-064-075,64,vocal
vocal_synthetic_002-066-025,66,vocal
keyboard_electronic_028-059-050,59,keyboard
guitar_acoustic_025-079-100,79,guitar
keyboard_acoustic_011-047-127,47,keyboard
bass_electronic_015-041-025,41,bass
keyboard_electronic_000-087-127,87,keyboard
brass_acoustic_032-077-025,77,brass
guitar_acoustic_007-080-075,80,guitar
bass_synthetic_002-041-025,41,bass
organ_electronic_044-042-050,42,organ
guitar_electronic_006-053-127,53,guitar
reed_acoustic_016-070-127,70,reed
organ_electronic_062-084-075,84,organ
organ_electronic_053-079-075,79,organ
brass_acoustic_058-074-075,74,brass
keyboard_acoustic_019-053-075,53,keyboard
mallet_acoustic_061-037-100,37,mallet
organ_electronic_100-074-100,74,organ
mallet_electronic_000-044-025,44,mallet
guitar_electronic_015-028-100,28,guitar
string_acoustic_082-062-127,62,string
guitar_electronic_020-038-075,38,guitar
organ_electronic_013-064-075,64,organ
bass_synthetic_030-098-127,98,bass
string_acoustic_015-050-050,50,string
organ_electronic_066-036-075,36,organ
keyboard_electronic_023-045-127,45,keyboard
keyboard_electronic_104-081-025,81,keyboard
mallet_electronic_010-087-127,87,mallet
bass_electronic_031-025-127,25,bass
string_acoustic_089-061-050,61,string
reed_acoustic_041-046-127,46,reed
guitar_synthetic_010-021-025,21,guitar
keyboard_electronic_081-055-050,55,keyboard
organ_electronic_056-071-075,71,organ
bass_synthetic_067-034-075,34,bass
guitar_electronic_017-064-100,64,guitar
string_acoustic_005-039-025,39,string
mallet_electronic_006-034-100,34,mallet
mallet_acoustic_052-049-050,49,mallet
bass_electronic_023-035-075,35,bass
organ_electronic_091-039-100,39,organ
keyboard_electronic_047-106-075,106,keyboard
organ_electronic_067-083-100,83,organ
keyboard_electronic_022-087-100,87,keyboard
bass_synthetic_021-103-127,103,bass
bass_synthetic_138-039-127,39,bass
mallet_acoustic_006-046-075,46,mallet
mallet_acoustic_023-096-025,96,mallet
bass_electronic_005-034-127,34,bass
keyboard_electronic_043-098-100,98,keyboard
bass_synthetic_021-053-127,53,bass
keyboard_electronic_045-099-025,99,keyboard
bass_electronic_005-027-127,27,bass
flute_acoustic_000-090-075,90,flute
keyboard_electronic_099-105-025,105,keyboard
keyboard_synthetic_003-056-050,56,keyboard
bass_synthetic_082-057-050,57,bass
organ_electronic_038-041-050,41,organ
keyboard_electronic_096-039-025,39,keyboard
bass_synthetic_031-096-050,96,bass
mallet_acoustic_040-061-050,61,mallet
organ_electronic_062-099-127,99,organ
bass_synthetic_111-025-025,25,bass
guitar_electronic_037-097-050,97,guitar
organ_electronic_067-079-100,79,organ
keyboard_electronic_080-030-075,30,keyboard
keyboard_electronic_071-084-100,84,keyboard
flute_acoustic_007-061-025,61,flute
mallet_acoustic_023-029-127,29,mallet
mallet_acoustic_030-025-050,25,mallet
string_acoustic_032-083-100,83,string
bass_synthetic_138-045-127,45,bass
brass_acoustic_028-085-100,85,brass
vocal_acoustic_018-063-100,63,vocal
guitar_acoustic_034-077-127,77,guitar
organ_electronic_033-027-127,27,organ
brass_acoustic_023-071-100,71,brass
bass_synthetic_082-024-025,24,bass
organ_electronic_056-074-050,74,organ
synth_lead_synthetic_009-077-100,77,synth_lead
brass_acoustic_029-046-075,46,brass
organ_electronic_080-071-050,71,organ
organ_electronic_041-065-075,65,organ
bass_synthetic_067-031-050,31,bass
brass_acoustic_045-062-025,62,brass
organ_electronic_096-061-127,61,organ
bass_synthetic_090-105-127,105,bass
bass_synthetic_105-078-075,78,bass
organ_electronic_096-043-100,43,organ
bass_synthetic_071-030-075,30,bass
mallet_acoustic_003-105-127,105,mallet
bass_synthetic_004-029-050,29,bass
vocal_synthetic_008-055-127,55,vocal
string_acoustic_005-046-100,46,string
keyboard_electronic_037-042-075,42,keyboard
organ_electronic_017-080-100,80,organ
vocal_synthetic_015-085-127,85,vocal
vocal_synthetic_009-058-050,58,vocal
bass_synthetic_017-036-127,36,bass
keyboard_electronic_083-045-025,45,keyboard
bass_synthetic_007-054-050,54,bass
bass_synthetic_076-096-050,96,bass
vocal_synthetic_010-055-050,55,vocal
organ_electronic_053-030-025,30,organ
keyboard_acoustic_002-100-025,100,keyboard
vocal_acoustic_024-077-100,77,vocal
mallet_acoustic_050-102-050,102,mallet
organ_electronic_051-036-127,36,organ
mallet_acoustic_033-085-075,85,mallet
organ_electronic_036-057-100,57,organ
bass_synthetic_039-045-025,45,bass
mallet_acoustic_048-045-050,45,mallet
mallet_synthetic_001-065-075,65,mallet
keyboard_electronic_038-068-025,68,keyboard
bass_synthetic_071-065-127,65,bass
keyboard_acoustic_005-092-050,92,keyboard
guitar_synthetic_010-094-025,94,guitar
guitar_acoustic_016-055-127,55,guitar
vocal_synthetic_005-106-127,106,vocal
mallet_acoustic_069-075-050,75,mallet
reed_acoustic_001-076-075,76,reed
string_acoustic_081-069-127,69,string
mallet_acoustic_016-036-075,36,mallet
string_acoustic_018-092-127,92,string
organ_electronic_003-078-050,78,organ
reed_acoustic_045-065-050,65,reed
keyboard_synthetic_007-055-075,55,keyboard
bass_synthetic_127-104-025,104,bass
bass_synthetic_049-094-127,94,bass
flute_acoustic_028-072-100,72,flute
mallet_acoustic_049-076-100,76,mallet
organ_electronic_078-094-075,94,organ
brass_acoustic_025-068-100,68,brass
keyboard_synthetic_008-051-127,51,keyboard
flute_synthetic_002-046-050,46,flute
guitar_acoustic_000-092-050,92,guitar
keyboard_electronic_080-029-050,29,keyboard
brass_acoustic_049-089-100,89,brass
bass_electronic_019-027-100,27,bass
bass_synthetic_046-083-025,83,bass
mallet_acoustic_051-083-050,83,mallet
keyboard_acoustic_012-080-127,80,keyboard
brass_acoustic_058-064-100,64,brass
organ_electronic_101-051-127,51,organ
bass_synthetic_006-063-127,63,bass
guitar_synthetic_003-053-127,53,guitar
organ_electronic_000-062-127,62,organ
keyboard_acoustic_014-098-050,98,keyboard
string_acoustic_019-066-050,66,string
flute_acoustic_014-071-075,71,flute
mallet_acoustic_002-093-075,93,mallet
keyboard_acoustic_006-064-100,64,keyboard
reed_acoustic_047-055-075,55,reed
string_acoustic_077-043-127,43,string
flute_acoustic_020-077-025,77,flute
keyboard_electronic_093-100-075,100,keyboard
string_acoustic_049-079-127,79,string
flute_synthetic_006-039-050,39,flute
guitar_electronic_014-065-050,65,guitar
flute_synthetic_002-034-025,34,flute
bass_synthetic_103-087-075,87,bass
keyboard_electronic_101-096-025,96,keyboard
vocal_synthetic_001-044-127,44,vocal
bass_synthetic_094-054-050,54,bass
brass_acoustic_027-085-100,85,brass
mallet_acoustic_003-090-127,90,mallet
synth_lead_synthetic_000-091-127,91,synth_lead
bass_synthetic_038-082-050,82,bass
reed_acoustic_053-086-075,86,reed
guitar_acoustic_008-077-127,77,guitar
mallet_acoustic_074-061-050,61,mallet
organ_electronic_020-068-100,68,organ
organ_electronic_050-087-127,87,organ
string_acoustic_060-072-050,72,string
keyboard_electronic_019-049-100,49,keyboard
keyboard_electronic_083-076-025,76,keyboard
keyboard_electronic_038-061-050,61,keyboard
flute_acoustic_031-079-025,79,flute
bass_electronic_005-026-100,26,bass
keyboard_electronic_072-040-075,40,keyboard
keyboard_electronic_034-056-100,56,keyboard
mallet_acoustic_048-090-025,90,mallet
string_acoustic_031-073-100,73,string
synth_lead_synthetic_007-090-025,90,synth_lead
keyboard_acoustic_010-047-127,47,keyboard
guitar_electronic_023-101-075,101,guitar
bass_synthetic_045-026-025,26,bass
string_acoustic_055-072-127,72,string
keyboard_electronic_050-047-025,47,keyboard
organ_electronic_070-023-025,23,organ
keyboard_acoustic_006-044-050,44,keyboard
brass_acoustic_066-064-050,64,brass
keyboard_electronic_038-073-025,73,keyboard
string_acoustic_002-068-075,68,string
guitar_acoustic_024-028-025,28,guitar
keyboard_electronic_067-055-050,55,keyboard
bass_synthetic_003-052-050,52,bass
mallet_electronic_006-053-075,53,mallet
bass_electronic_029-056-025,56,bass
reed_acoustic_014-063-025,63,reed
bass_synthetic_103-071-100,71,bass
guitar_acoustic_016-062-050,62,guitar
mallet_acoustic_014-097-050,97,mallet
bass_synthetic_002-039-127,39,bass
bass_synthetic_065-044-127,44,bass
vocal_synthetic_000-037-025,37,vocal
bass_synthetic_127-056-075,56,bass
bass_synthetic_035-051-127,51,bass
keyboard_synthetic_007-044-127,44,keyboard
string_acoustic_041-078-075,78,string
string_acoustic_075-083-127,83,string
bass_electronic_014-024-127,24,bass
keyboard_electronic_083-092-127,92,keyboard
keyboard_electronic_023-082-127,82,keyboard
string_acoustic_002-026-100,26,string
vocal_synthetic_005-026-100,26,vocal
bass_electronic_000-046-075,46,bass
mallet_acoustic_001-075-050,75,mallet
mallet_acoustic_043-024-127,24,mallet
guitar_electronic_005-041-127,41,guitar
string_acoustic_052-049-127,49,string
organ_electronic_111-055-050,55,organ
organ_electronic_102-027-025,27,organ
guitar_electronic_020-043-025,43,guitar
bass_synthetic_024-094-075,94,bass
bass_synthetic_000-076-075,76,bass
bass_synthetic_099-027-025,27,bass
mallet_acoustic_052-077-127,77,mallet
guitar_electronic_009-028-127,28,guitar
brass_acoustic_004-087-127,87,brass
guitar_synthetic_011-022-100,22,guitar
keyboard_electronic_071-024-050,24,keyboard
bass_synthetic_132-104-050,104,bass
keyboard_electronic_090-052-127,52,keyboard
bass_synthetic_041-097-025,97,bass
organ_electronic_036-070-127,70,organ
organ_electronic_102-081-050,81,organ
organ_electronic_089-064-127,64,organ
bass_synthetic_120-062-025,62,bass
bass_synthetic_054-078-127,78,bass
keyboard_electronic_023-064-127,64,keyboard
bass_synthetic_076-028-100,28,bass
guitar_electronic_032-055-127,55,guitar
organ_electronic_114-065-127,65,organ
vocal_synthetic_006-053-127,53,vocal
organ_electronic_103-089-100,89,organ
bass_synthetic_074-048-050,48,bass
mallet_acoustic_040-037-127,37,mallet
bass_synthetic_059-044-050,44,bass
vocal_synthetic_008-093-075,93,vocal
keyboard_electronic_049-046-127,46,keyboard
organ_electronic_102-065-025,65,organ
bass_synthetic_086-107-025,107,bass
mallet_synthetic_004-054-100,54,mallet
guitar_acoustic_004-080-100,80,guitar
bass_synthetic_040-038-100,38,bass
bass_synthetic_046-023-050,23,bass
bass_synthetic_107-054-025,54,bass
organ_electronic_078-067-127,67,organ
guitar_electronic_010-049-075,49,guitar
brass_acoustic_038-079-127,79,brass
keyboard_electronic_083-073-025,73,keyboard
organ_electronic_044-026-100,26,organ
bass_synthetic_024-079-075,79,bass
bass_synthetic_100-107-050,107,bass
keyboard_electronic_096-067-050,67,keyboard
keyboard_electronic_039-105-075,105,keyboard
bass_synthetic_117-082-100,82,bass
string_acoustic_050-063-025,63,string
bass_synthetic_069-013-100,13,bass
bass_synthetic_031-027-127,27,bass
mallet_acoustic_028-022-075,22,mallet
string_acoustic_042-045-127,45,string
synth_lead_synthetic_002-068-025,68,synth_lead
guitar_synthetic_000-075-100,75,guitar
bass_synthetic_131-050-025,50,bass
brass_acoustic_010-049-075,49,brass
string_acoustic_030-057-075,57,string
organ_electronic_005-050-100,50,organ
vocal_synthetic_004-089-025,89,vocal
keyboard_electronic_047-099-075,99,keyboard
bass_electronic_006-028-127,28,bass
guitar_acoustic_006-083-025,83,guitar
bass_synthetic_060-062-075,62,bass
guitar_electronic_001-105-127,105,guitar
bass_synthetic_105-089-100,89,bass
vocal_acoustic_028-074-050,74,vocal
bass_synthetic_035-040-025,40,bass
mallet_acoustic_044-092-075,92,mallet
guitar_synthetic_009-044-050,44,guitar
brass_acoustic_036-074-127,74,brass
organ_electronic_117-028-075,28,organ
organ_electronic_125-083-127,83,organ
synth_lead_synthetic_001-030-025,30,synth_lead
guitar_acoustic_009-061-050,61,guitar
mallet_acoustic_010-092-127,92,mallet
brass_acoustic_008-054-100,54,brass
guitar_electronic_033-062-100,62,guitar
vocal_acoustic_024-046-075,46,vocal
brass_acoustic_005-026-075,26,brass
organ_electronic_048-044-025,44,organ
bass_synthetic_121-075-127,75,bass
bass_synthetic_117-059-050,59,bass
keyboard_synthetic_009-092-050,92,keyboard
vocal_synthetic_005-059-127,59,vocal
bass_synthetic_123-099-025,99,bass
mallet_acoustic_007-030-050,30,mallet
bass_synthetic_046-100-127,100,bass
bass_synthetic_070-095-127,95,bass
brass_acoustic_056-081-025,81,brass
organ_electronic_081-053-127,53,organ
bass_synthetic_028-105-100,105,bass
string_acoustic_032-071-075,71,string
bass_synthetic_094-101-100,101,bass
keyboard_electronic_012-066-075,66,keyboard
organ_acoustic_001-048-127,48,organ
guitar_electronic_020-067-100,67,guitar
keyboard_electronic_032-097-025,97,keyboard
mallet_acoustic_045-064-075,64,mallet
guitar_electronic_016-058-100,58,guitar
bass_synthetic_093-084-127,84,bass
flute_acoustic_035-084-127,84,flute
organ_electronic_094-024-075,24,organ
guitar_electronic_001-057-050,57,guitar
mallet_electronic_003-023-025,23,mallet
string_acoustic_066-070-050,70,string
bass_synthetic_121-097-075,97,bass
string_acoustic_030-028-025,28,string
organ_electronic_079-033-075,33,organ
guitar_electronic_041-038-025,38,guitar
reed_acoustic_024-078-025,78,reed
keyboard_electronic_061-056-075,56,keyboard
keyboard_synthetic_009-057-127,57,keyboard
bass_synthetic_087-044-050,44,bass
keyboard_electronic_042-089-075,89,keyboard
mallet_acoustic_072-052-050,52,mallet
bass_electronic_002-044-127,44,bass
guitar_synthetic_008-034-127,34,guitar
keyboard_electronic_048-075-050,75,keyboard
keyboard_electronic_047-070-127,70,keyboard
vocal_synthetic_009-074-050,74,vocal
organ_electronic_042-074-025,74,organ
string_acoustic_044-042-100,42,string
organ_electronic_096-046-075,46,organ
bass_synthetic_040-105-075,105,bass
keyboard_electronic_027-061-127,61,keyboard
brass_acoustic_048-081-100,81,brass
guitar_acoustic_022-048-100,48,guitar
synth_lead_synthetic_005-064-100,64,synth_lead
organ_electronic_066-039-100,39,organ
mallet_acoustic_021-062-025,62,mallet
organ_electronic_058-047-127,47,organ
bass_synthetic_095-089-050,89,bass
bass_synthetic_104-058-050,58,bass
guitar_electronic_018-050-025,50,guitar
string_acoustic_011-033-075,33,string
keyboard_electronic_094-025-127,25,keyboard
bass_synthetic_128-096-075,96,bass
mallet_acoustic_054-080-050,80,mallet
vocal_synthetic_004-032-025,32,vocal
mallet_acoustic_022-091-050,91,mallet
bass_synthetic_085-105-075,105,bass
bass_synthetic_114-063-100,63,bass
synth_lead_synthetic_010-097-100,97,synth_lead
reed_acoustic_007-087-075,87,reed
mallet_acoustic_014-024-050,24,mallet
vocal_synthetic_009-064-127,64,vocal
bass_synthetic_019-058-025,58,bass
guitar_electronic_027-059-050,59,guitar
mallet_acoustic_066-074-025,74,mallet
string_acoustic_037-049-127,49,string
string_acoustic_081-056-025,56,string
guitar_electronic_030-051-075,51,guitar
bass_synthetic_125-051-127,51,bass
bass_synthetic_057-049-075,49,bass
reed_acoustic_022-069-127,69,reed
guitar_synthetic_005-031-100,31,guitar
bass_electronic_011-045-025,45,bass
organ_electronic_121-067-127,67,organ
organ_electronic_067-087-075,87,organ
string_acoustic_053-063-075,63,string
bass_synthetic_065-039-075,39,bass
guitar_electronic_027-074-100,74,guitar
bass_synthetic_047-080-127,80,bass
mallet_acoustic_021-075-050,75,mallet
synth_lead_synthetic_005-091-100,91,synth_lead
reed_acoustic_003-056-100,56,reed
bass_synthetic_096-079-100,79,bass
bass_synthetic_094-041-100,41,bass
bass_synthetic_092-059-100,59,bass
organ_electronic_020-049-050,49,organ
mallet_acoustic_003-101-025,101,mallet
mallet_acoustic_028-101-100,101,mallet
organ_electronic_033-047-025,47,organ
bass_synthetic_102-069-075,69,bass
string_acoustic_033-091-127,91,string
bass_synthetic_130-044-127,44,bass
brass_acoustic_050-054-050,54,brass
organ_electronic_008-088-100,88,organ
keyboard_acoustic_011-066-075,66,keyboard
organ_electronic_099-041-100,41,organ
brass_acoustic_056-083-075,83,brass
bass_synthetic_110-032-075,32,bass
guitar_acoustic_024-079-100,79,guitar
bass_synthetic_077-069-100,69,bass
guitar_synthetic_011-043-100,43,guitar
organ_electronic_087-033-025,33,organ
bass_synthetic_108-095-127,95,bass
mallet_acoustic_061-079-050,79,mallet
keyboard_electronic_068-065-050,65,keyboard
string_acoustic_073-038-025,38,string
keyboard_electronic_059-056-050,56,keyboard
bass_synthetic_007-108-025,108,bass
mallet_acoustic_050-088-100,88,mallet
bass_synthetic_008-055-075,55,bass
keyboard_electronic_041-032-127,32,keyboard
bass_synthetic_085-083-050,83,bass
guitar_acoustic_004-091-075,91,guitar
string_acoustic_007-050-100,50,string
keyboard_acoustic_000-044-025,44,keyboard
mallet_acoustic_070-058-127,58,mallet
organ_electronic_099-039-127,39,organ
string_acoustic_090-063-025,63,string
bass_synthetic_069-062-075,62,bass
organ_electronic_019-084-100,84,organ
guitar_electronic_014-095-050,95,guitar
keyboard_electronic_080-054-075,54,keyboard
keyboard_synthetic_008-097-127,97,keyboard
bass_synthetic_002-102-127,102,bass
vocal_synthetic_014-062-075,62,vocal
bass_synthetic_139-061-025,61,bass
keyboard_acoustic_015-056-075,56,keyboard
organ_electronic_103-058-025,58,organ
guitar_acoustic_027-048-127,48,guitar
mallet_acoustic_011-096-075,96,mallet
keyboard_electronic_105-071-050,71,keyboard
organ_electronic_025-037-025,37,organ
guitar_acoustic_009-106-127,106,guitar
mallet_acoustic_067-043-075,43,mallet
organ_electronic_002-040-075,40,organ
bass_synthetic_000-091-075,91,bass
mallet_acoustic_067-084-025,84,mallet
bass_electronic_017-024-075,24,bass
string_acoustic_003-064-025,64,string
mallet_electronic_004-097-100,97,mallet
keyboard_electronic_087-033-025,33,keyboard
keyboard_electronic_053-036-050,36,keyboard
brass_acoustic_036-061-127,61,brass
mallet_acoustic_067-040-075,40,mallet
string_acoustic_038-055-050,55,string
guitar_electronic_003-030-075,30,guitar
flute_acoustic_028-077-075,77,flute
mallet_acoustic_039-088-050,88,mallet
keyboard_electronic_075-048-025,48,keyboard
flute_acoustic_013-107-025,107,flute
brass_acoustic_014-054-127,54,brass
mallet_acoustic_044-040-075,40,mallet
guitar_synthetic_006-044-100,44,guitar
mallet_acoustic_017-082-025,82,mallet
keyboard_synthetic_003-054-100,54,keyboard
bass_synthetic_065-022-050,22,bass
keyboard_electronic_086-083-050,83,keyboard
string_acoustic_076-079-025,79,string
mallet_acoustic_039-062-050,62,mallet
brass_acoustic_025-057-025,57,brass
organ_electronic_015-059-127,59,organ
keyboard_electronic_029-064-100,64,keyboard
